Item Name,Base,Protein,Sauce,Spice Level,Price,Is_Vegan,Is_Vegetarian,Description
"Crinkle Fries with No Topping, Pindi (Level 4)",Crinkle Fries,None,Pindi,Level 4,14.99,Yes,Yes,"Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 4. Vegan. Vegetarian."
"Crinkle Fries with No Topping, Tandoori (Level 1)",Crinkle Fries,None,Tandoori,Level 1,14.99,No,Yes,"Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 1. Vegetarian."
"Crinkle Fries with No Topping, Tandoori (Level 2)",Crinkle Fries,None,Tandoori,Level 2,14.99,No,Yes,"Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 2. Vegetarian."
"Crinkle Fries with No Topping, Tandoori (Level 3)",Crinkle Fries,None,Tandoori,Level 3,14.99,No,Yes,"Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 3. Vegetarian."
"Crinkle Fries with No Topping, Tandoori (Level 4)",Crinkle Fries,None,Tandoori,Level 4,14.99,No,Yes,"Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 4. Vegetarian."
"Crinkle Fries with No Topping, Aioli (Level 1)",Crinkle Fries,None,Aioli,Level 1,14.99,No,Yes,Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 1. Vegetarian.
"Crinkle Fries with No Topping, Aioli (Level 2)",Crinkle Fries,None,Aioli,Level 2,14.99,No,Yes,Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 2. Vegetarian.
"Crinkle Fries with No Topping, Aioli (Level 3)",Crinkle Fries,None,Aioli,Level 3,14.99,No,Yes,Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 3. Vegetarian.
"Crinkle Fries with No Topping, Aioli (Level 4)",Crinkle Fries,None,Aioli,Level 4,14.99,No,Yes,Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 4. Vegetarian.
"Crinkle Fries with No Topping, Cheesy Muhammara (Level 1)",Crinkle Fries,None,Cheesy Muhammara,Level 1,14.99,No,Yes,"Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 1. Vegetarian."
"Crinkle Fries with No Topping, Cheesy Muhammara (Level 2)",Crinkle Fries,None,Cheesy Muhammara,Level 2,14.99,No,Yes,"Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 2. Vegetarian."
"Crinkle Fries with No Topping, Cheesy Muhammara (Level 3)",Crinkle Fries,None,Cheesy Muhammara,Level 3,14.99,No,Yes,"Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 3. Vegetarian."
"Crinkle Fries with No Topping, Cheesy Muhammara (Level 4)",Crinkle Fries,None,Cheesy Muhammara,Level 4,14.99,No,Yes,"Crinkle-cut fries for extra crunch and flavor. Loaded with no extra topping. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 4. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Afghani Butter (Level 1)",Extra Crispy Fries,Paneer,Afghani Butter,Level 1,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 1. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Afghani Butter (Level 2)",Extra Crispy Fries,Paneer,Afghani Butter,Level 2,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 2. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Afghani Butter (Level 3)",Extra Crispy Fries,Paneer,Afghani Butter,Level 3,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 3. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Afghani Butter (Level 4)",Extra Crispy Fries,Paneer,Afghani Butter,Level 4,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 4. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Pindi (Level 1)",Extra Crispy Fries,Paneer,Pindi,Level 1,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 1. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Pindi (Level 2)",Extra Crispy Fries,Paneer,Pindi,Level 2,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 2. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Pindi (Level 3)",Extra Crispy Fries,Paneer,Pindi,Level 3,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 3. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Pindi (Level 4)",Extra Crispy Fries,Paneer,Pindi,Level 4,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 4. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Tandoori (Level 1)",Extra Crispy Fries,Paneer,Tandoori,Level 1,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 1. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Tandoori (Level 2)",Extra Crispy Fries,Paneer,Tandoori,Level 2,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 2. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Tandoori (Level 3)",Extra Crispy Fries,Paneer,Tandoori,Level 3,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 3. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Tandoori (Level 4)",Extra Crispy Fries,Paneer,Tandoori,Level 4,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 4. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Aioli (Level 1)",Extra Crispy Fries,Paneer,Aioli,Level 1,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 1. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Aioli (Level 2)",Extra Crispy Fries,Paneer,Aioli,Level 2,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 2. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Aioli (Level 3)",Extra Crispy Fries,Paneer,Aioli,Level 3,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 3. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Aioli (Level 4)",Extra Crispy Fries,Paneer,Aioli,Level 4,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 4. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Cheesy Muhammara (Level 1)",Extra Crispy Fries,Paneer,Cheesy Muhammara,Level 1,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 1. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Cheesy Muhammara (Level 2)",Extra Crispy Fries,Paneer,Cheesy Muhammara,Level 2,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 2. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Cheesy Muhammara (Level 3)",Extra Crispy Fries,Paneer,Cheesy Muhammara,Level 3,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 3. Vegetarian."
"Extra Crispy Fries with Paneer Topping, Cheesy Muhammara (Level 4)",Extra Crispy Fries,Paneer,Cheesy Muhammara,Level 4,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with paneer cubes, soft and lightly spiced.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 4. Vegetarian."
"Extra Crispy Fries with Chicken Topping, Afghani Butter (Level 1)",Extra Crispy Fries,Chicken,Afghani Butter,Level 1,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 1. Contains meat."
"Extra Crispy Fries with Chicken Topping, Afghani Butter (Level 2)",Extra Crispy Fries,Chicken,Afghani Butter,Level 2,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 2. Contains meat."
"Extra Crispy Fries with Chicken Topping, Afghani Butter (Level 3)",Extra Crispy Fries,Chicken,Afghani Butter,Level 3,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 3. Contains meat."
"Extra Crispy Fries with Chicken Topping, Afghani Butter (Level 4)",Extra Crispy Fries,Chicken,Afghani Butter,Level 4,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 4. Contains meat."
"Extra Crispy Fries with Chicken Topping, Pindi (Level 1)",Extra Crispy Fries,Chicken,Pindi,Level 1,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 1. Contains meat."
"Extra Crispy Fries with Chicken Topping, Pindi (Level 2)",Extra Crispy Fries,Chicken,Pindi,Level 2,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 2. Contains meat."
"Extra Crispy Fries with Chicken Topping, Pindi (Level 3)",Extra Crispy Fries,Chicken,Pindi,Level 3,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 3. Contains meat."
"Extra Crispy Fries with Chicken Topping, Pindi (Level 4)",Extra Crispy Fries,Chicken,Pindi,Level 4,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 4. Contains meat."
"Extra Crispy Fries with Chicken Topping, Tandoori (Level 1)",Extra Crispy Fries,Chicken,Tandoori,Level 1,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 1. Contains meat."
"Extra Crispy Fries with Chicken Topping, Tandoori (Level 2)",Extra Crispy Fries,Chicken,Tandoori,Level 2,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 2. Contains meat."
"Extra Crispy Fries with Chicken Topping, Tandoori (Level 3)",Extra Crispy Fries,Chicken,Tandoori,Level 3,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 3. Contains meat."
"Extra Crispy Fries with Chicken Topping, Tandoori (Level 4)",Extra Crispy Fries,Chicken,Tandoori,Level 4,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 4. Contains meat."
"Extra Crispy Fries with Chicken Topping, Aioli (Level 1)",Extra Crispy Fries,Chicken,Aioli,Level 1,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 1. Contains meat."
"Extra Crispy Fries with Chicken Topping, Aioli (Level 2)",Extra Crispy Fries,Chicken,Aioli,Level 2,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 2. Contains meat."
"Extra Crispy Fries with Chicken Topping, Aioli (Level 3)",Extra Crispy Fries,Chicken,Aioli,Level 3,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 3. Contains meat."
"Extra Crispy Fries with Chicken Topping, Aioli (Level 4)",Extra Crispy Fries,Chicken,Aioli,Level 4,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 4. Contains meat."
"Extra Crispy Fries with Chicken Topping, Cheesy Muhammara (Level 1)",Extra Crispy Fries,Chicken,Cheesy Muhammara,Level 1,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 1. Contains meat."
"Extra Crispy Fries with Chicken Topping, Cheesy Muhammara (Level 2)",Extra Crispy Fries,Chicken,Cheesy Muhammara,Level 2,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 2. Contains meat."
"Extra Crispy Fries with Chicken Topping, Cheesy Muhammara (Level 3)",Extra Crispy Fries,Chicken,Cheesy Muhammara,Level 3,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 3. Contains meat."
"Extra Crispy Fries with Chicken Topping, Cheesy Muhammara (Level 4)",Extra Crispy Fries,Chicken,Cheesy Muhammara,Level 4,14.99,No,No,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with tender chicken pieces, perfectly cooked.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 4. Contains meat."
"Extra Crispy Fries with Soya Topping, Afghani Butter (Level 1)",Extra Crispy Fries,Soya,Afghani Butter,Level 1,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 1. Vegetarian."
"Extra Crispy Fries with Soya Topping, Afghani Butter (Level 2)",Extra Crispy Fries,Soya,Afghani Butter,Level 2,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 2. Vegetarian."
"Extra Crispy Fries with Soya Topping, Afghani Butter (Level 3)",Extra Crispy Fries,Soya,Afghani Butter,Level 3,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 3. Vegetarian."
"Extra Crispy Fries with Soya Topping, Afghani Butter (Level 4)",Extra Crispy Fries,Soya,Afghani Butter,Level 4,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 4. Vegetarian."
"Extra Crispy Fries with Soya Topping, Pindi (Level 1)",Extra Crispy Fries,Soya,Pindi,Level 1,14.99,Yes,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 1. Vegan. Vegetarian."
"Extra Crispy Fries with Soya Topping, Pindi (Level 2)",Extra Crispy Fries,Soya,Pindi,Level 2,14.99,Yes,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 2. Vegan. Vegetarian."
"Extra Crispy Fries with Soya Topping, Pindi (Level 3)",Extra Crispy Fries,Soya,Pindi,Level 3,14.99,Yes,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 3. Vegan. Vegetarian."
"Extra Crispy Fries with Soya Topping, Pindi (Level 4)",Extra Crispy Fries,Soya,Pindi,Level 4,14.99,Yes,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Pindi sauce—a tangy, spiced chickpea masala, earthy and robust. Vegan, medium heat. Spice Level: Level 4. Vegan. Vegetarian."
"Extra Crispy Fries with Soya Topping, Tandoori (Level 1)",Extra Crispy Fries,Soya,Tandoori,Level 1,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 1. Vegetarian."
"Extra Crispy Fries with Soya Topping, Tandoori (Level 2)",Extra Crispy Fries,Soya,Tandoori,Level 2,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 2. Vegetarian."
"Extra Crispy Fries with Soya Topping, Tandoori (Level 3)",Extra Crispy Fries,Soya,Tandoori,Level 3,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 3. Vegetarian."
"Extra Crispy Fries with Soya Topping, Tandoori (Level 4)",Extra Crispy Fries,Soya,Tandoori,Level 4,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Tandoori sauce—a smoky yogurt-marinade, classic Indian spices, and aromatic depth. Medium heat. Spice Level: Level 4. Vegetarian."
"Extra Crispy Fries with Soya Topping, Aioli (Level 1)",Extra Crispy Fries,Soya,Aioli,Level 1,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 1. Vegetarian."
"Extra Crispy Fries with Soya Topping, Aioli (Level 2)",Extra Crispy Fries,Soya,Aioli,Level 2,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 2. Vegetarian."
"Extra Crispy Fries with Soya Topping, Aioli (Level 3)",Extra Crispy Fries,Soya,Aioli,Level 3,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 3. Vegetarian."
"Extra Crispy Fries with Soya Topping, Aioli (Level 4)",Extra Crispy Fries,Soya,Aioli,Level 4,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Aioli—a bright garlic aioli with fresh kale and mint. Mild and refreshing. Spice Level: Level 4. Vegetarian."
"Extra Crispy Fries with Soya Topping, Cheesy Muhammara (Level 1)",Extra Crispy Fries,Soya,Cheesy Muhammara,Level 1,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 1. Vegetarian."
"Extra Crispy Fries with Soya Topping, Cheesy Muhammara (Level 2)",Extra Crispy Fries,Soya,Cheesy Muhammara,Level 2,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 2. Vegetarian."
"Extra Crispy Fries with Soya Topping, Cheesy Muhammara (Level 3)",Extra Crispy Fries,Soya,Cheesy Muhammara,Level 3,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 3. Vegetarian."
"Extra Crispy Fries with Soya Topping, Cheesy Muhammara (Level 4)",Extra Crispy Fries,Soya,Cheesy Muhammara,Level 4,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crispy soya chunks, hearty and satisfying.. Finished with Cheesy Muhammara—a smoky roasted red pepper and walnut dip with pomegranate. Mild, creamy, and nutty. Spice Level: Level 4. Vegetarian."
"Extra Crispy Fries with Falafel Topping, Afghani Butter (Level 1)",Extra Crispy Fries,Falafel,Afghani Butter,Level 1,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crunchy falafel, bursting with herbs and spices.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 1. Vegetarian."
"Extra Crispy Fries with Falafel Topping, Afghani Butter (Level 2)",Extra Crispy Fries,Falafel,Afghani Butter,Level 2,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crunchy falafel, bursting with herbs and spices.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 2. Vegetarian."
"Extra Crispy Fries with Falafel Topping, Afghani Butter (Level 3)",Extra Crispy Fries,Falafel,Afghani Butter,Level 3,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crunchy falafel, bursting with herbs and spices.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 3. Vegetarian."
"Extra Crispy Fries with Falafel Topping, Afghani Butter (Level 4)",Extra Crispy Fries,Falafel,Afghani Butter,Level 4,14.99,No,Yes,"Ultra-crispy fries, double-fried for the perfect snap. Loaded with crunchy falafel, bursting with herbs and spices.. Finished with Afghani Butter sauce—a rich tomato-cream gravy spiced with garam masala and finished with butter. Mild and luxurious. Spice Level: Level 4. Vegetarian."
